Member_Id,Dods_Id,Pims_Id,DisplayAs,ListAs,FullTitle,LayingMinisterName,DateOfBirth,DateOfDeath,Gender,Party,House,MemberFrom,HouseStartDate,HouseEndDate,CurrentStatus_Id,CurrentStatus_IsActive,CurrentStatus_Name,CurrentStatus_Reason,CurrentStatus_StartDate,Address1_Type_Id,Address1_Type,Address1_IsPreferred,Address1_IsPhysical,Address1_Note,Address1_Address1,Address1_Address2,Address1_Address3,Address1_Address4,Address1_Address5,Address1_Postcode,Address1_Phone,Address1_Fax,Address1_Email,Address2_Type_Id,Address2_Type,Address2_IsPreferred,Address2_IsPhysical,Address2_Note,Address2_Address1,Address2_Address2,Address2_Address3,Address2_Address4,Address2_Address5,Address2_Postcode,Address2_Phone,Address2_Fax,Address2_Email,Address3_Type_Id,Address3_Type,Address3_IsPreferred,Address3_IsPhysical,Address3_Note,Address3_Address1,Address3_Address2,Address3_Address3,Address3_Address4,Address3_Address5,Address3_Postcode,Address3_Phone,Address3_Fax,Address3_Email,Address4_Type_Id,Address4_Type,Address4_IsPreferred,Address4_IsPhysical,Address4_Note,Address4_Address1,Address4_Address2,Address4_Address3,Address4_Address4,Address4_Address5,Address4_Postcode,Address4_Phone,Address4_Fax,Address4_Email
3898,58326,5441,"Lord Aberdare","Aberdare, L.","The Lord Aberdare",,1947-05-02T00:00:00,,M,Crossbench,Lords,"Excepted Hereditary",2009-07-20T00:00:00,,0,True,"Current Member",,2009-07-20T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","0207 219 6861",,aberdarea@parliament.uk
631,25792,4899,"Baroness Adams of Craigielea","Adams of Craigielea, B.","The Baroness Adams of Craigielea",,1947-12-27T00:00:00,,F,Labour,Lords,"Life peer",2005-06-28T00:00:00,,0,True,"Current Member",,2005-06-28T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","020 7219 5353","020 7219 5979",contactholmember@parliament.uk
3453,26425,3590,"Lord Addington","Addington, L.","The Lord Addington",,1963-08-24T00:00:00,,M,"Liberal Democrat",Lords,"Excepted Hereditary",1986-06-17T00:00:00,,0,True,"Current Member",,1986-06-17T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","020 7219 5353","020 7219 5979",contactholmember@parliament.uk
2175,26848,3592,"Lord Adebowale","Adebowale, L.","The Lord Adebowale CBE",,1962-07-21T00:00:00,,M,Crossbench,Lords,"Life peer",2001-06-30T00:00:00,,0,True,"Current Member",,2001-06-30T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","020 7219 5353","020 7219 5979",contactholmember@parliament.uk,3,"External/Private Office",False,True,,,,,,,,,,victor@leadershipinmind.co.uk
3743,19424,4852,"Lord Adonis","Adonis, L.","The Rt Hon. the Lord Adonis",,1963-02-22T00:00:00,,M,Non-affiliated,Lords,"Life peer",2005-05-16T00:00:00,,0,True,"Current Member",,2005-05-16T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","020 7219 5353","020 7219 5979",contactholmember@parliament.uk
3847,64165,5287,"Baroness Afshar","Afshar, B.","The Baroness Afshar OBE",,1944-05-21T00:00:00,,F,Crossbench,Lords,"Life peer",2007-12-11T00:00:00,,0,True,"Current Member",,2007-12-11T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","0207 219 8530","020 7219 5979",afsharh@parliament.uk
4210,35323,5907,"Lord Ahmad of Wimbledon","Ahmad of Wimbledon, L.","The Lord Ahmad of Wimbledon",,1968-04-03T00:00:00,,M,Conservative,Lords,"Life peer",2011-01-13T00:00:00,,0,True,"Current Member",,2011-01-13T00:00:00,3,"External/Private Office",False,True,,"Home Office","2 Marsham Street",Westminster,London,,"SW1P 4DF",,,,1,Parliamentary,False,True,"Twitter: TariqBt1","House of Lords",London,,,,"SW1A 0PW","0207 219 2807","020 7219 5979",ahmadt@parliament.uk,7,Twitter,False,False,,https://twitter.com/tariqahmadbt,,,,,,,,,3,"External/Private Office",False,True,,"Deprtment for Transport","Great Minster House","33 Horseferry Road",London,,"SW1P 4DR",,,
3470,26849,3602,"Lord Ahmed","Ahmed, L.","The Lord Ahmed",,1957-04-24T00:00:00,,M,Non-affiliated,Lords,"Life peer",1998-08-03T00:00:00,,0,True,"Current Member",,1998-08-03T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","020 7219 1396; Fax: 0207 219 1384",,ahmedn@parliament.uk,8,Facebook,False,False,,https://www.facebook.com/pages/Fans-of-Lord-Nazir-Ahmed/242490672576109,,,,,,,,
3478,26850,3622,"Lord Alderdice","Alderdice, L.","The Lord Alderdice",,1955-05-28T00:00:00,,M,"Liberal Democrat",Lords,"Life peer",1996-10-08T00:00:00,,0,True,"Current Member",,1996-10-08T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","020 7219 5353","020 7219 5979",contactholmember@parliament.uk
397,25727,5820,"Lord Allan of Hallam","Allan of Hallam, L.","The Lord Allan of Hallam",,1966-02-11T00:00:00,,M,"Liberal Democrat",Lords,"Life peer",2010-07-22T00:00:00,,0,True,"Current Member",,2010-07-22T00:00:00,1,Parliamentary,False,True,,"House of Lords",London,,,,"SW1A 0PW","020 7219 5353","020 7219 5979",contactholmember@parliament.uk
